,Number Of People,Iteration,Runtime,With/Without
5978,3,990,26,With Preliminary Noise Reduction
5979,3,990,32,Without Preliminary Noise Reduction
5980,3,991,6,With Preliminary Noise Reduction
5981,3,991,33,Without Preliminary Noise Reduction
5982,3,992,27,With Preliminary Noise Reduction
5983,3,992,35,Without Preliminary Noise Reduction
5984,3,993,11,With Preliminary Noise Reduction
5985,3,993,38,Without Preliminary Noise Reduction
5986,3,994,3,With Preliminary Noise Reduction
5987,3,994,37,Without Preliminary Noise Reduction
5988,3,995,21,With Preliminary Noise Reduction
5989,3,995,29,Without Preliminary Noise Reduction
5990,3,996,18,With Preliminary Noise Reduction
5991,3,996,29,Without Preliminary Noise Reduction
5992,3,997,8,With Preliminary Noise Reduction
5993,3,997,28,Without Preliminary Noise Reduction
5994,3,998,27,With Preliminary Noise Reduction
5995,3,998,30,Without Preliminary Noise Reduction
5996,3,999,30,With Preliminary Noise Reduction
5997,3,999,36,Without Preliminary Noise Reduction
5998,3,1000,18,With Preliminary Noise Reduction
5999,3,1000,31,Without Preliminary Noise Reduction
6000,4,1,36,With Preliminary Noise Reduction
6001,4,1,36,Without Preliminary Noise Reduction
6002,4,2,21,With Preliminary Noise Reduction
6003,4,2,36,Without Preliminary Noise Reduction
6004,4,3,34,With Preliminary Noise Reduction
6005,4,3,39,Without Preliminary Noise Reduction
6006,4,4,23,With Preliminary Noise Reduction
6007,4,4,43,Without Preliminary Noise Reduction
6008,4,5,26,With Preliminary Noise Reduction
6009,4,5,37,Without Preliminary Noise Reduction
6010,4,6,21,With Preliminary Noise Reduction
6011,4,6,41,Without Preliminary Noise Reduction
6012,4,7,26,With Preliminary Noise Reduction
6013,4,7,37,Without Preliminary Noise Reduction
6014,4,8,39,With Preliminary Noise Reduction
6015,4,8,36,Without Preliminary Noise Reduction
6016,4,9,32,With Preliminary Noise Reduction
6017,4,9,50,Without Preliminary Noise Reduction
6018,4,10,33,With Preliminary Noise Reduction
6019,4,10,35,Without Preliminary Noise Reduction
6020,4,11,37,With Preliminary Noise Reduction
6021,4,11,49,Without Preliminary Noise Reduction
6022,4,12,24,With Preliminary Noise Reduction
6023,4,12,48,Without Preliminary Noise Reduction
6024,4,13,31,With Preliminary Noise Reduction
6025,4,13,44,Without Preliminary Noise Reduction
6026,4,14,21,With Preliminary Noise Reduction
6027,4,14,43,Without Preliminary Noise Reduction
6028,4,15,23,With Preliminary Noise Reduction
6029,4,15,37,Without Preliminary Noise Reduction
6030,4,16,33,With Preliminary Noise Reduction
6031,4,16,50,Without Preliminary Noise Reduction
6032,4,17,40,With Preliminary Noise Reduction
6033,4,17,44,Without Preliminary Noise Reduction
6034,4,18,25,With Preliminary Noise Reduction
6035,4,18,40,Without Preliminary Noise Reduction
6036,4,19,33,With Preliminary Noise Reduction
6037,4,19,48,Without Preliminary Noise Reduction
6038,4,20,26,With Preliminary Noise Reduction
6039,4,20,36,Without Preliminary Noise Reduction
6040,4,21,33,With Preliminary Noise Reduction
6041,4,21,43,Without Preliminary Noise Reduction
6042,4,22,20,With Preliminary Noise Reduction
6043,4,22,42,Without Preliminary Noise Reduction
6044,4,23,26,With Preliminary Noise Reduction
6045,4,23,43,Without Preliminary Noise Reduction
6046,4,24,24,With Preliminary Noise Reduction
6047,4,24,35,Without Preliminary Noise Reduction
6048,4,25,31,With Preliminary Noise Reduction
6049,4,25,37,Without Preliminary Noise Reduction
6050,4,26,22,With Preliminary Noise Reduction
6051,4,26,44,Without Preliminary Noise Reduction
6052,4,27,21,With Preliminary Noise Reduction
6053,4,27,50,Without Preliminary Noise Reduction
6054,4,28,29,With Preliminary Noise Reduction
6055,4,28,47,Without Preliminary Noise Reduction
6056,4,29,33,With Preliminary Noise Reduction
6057,4,29,48,Without Preliminary Noise Reduction
6058,4,30,38,With Preliminary Noise Reduction
6059,4,30,45,Without Preliminary Noise Reduction
6060,4,31,33,With Preliminary Noise Reduction
6061,4,31,38,Without Preliminary Noise Reduction
6062,4,32,29,With Preliminary Noise Reduction
6063,4,32,36,Without Preliminary Noise Reduction
6064,4,33,39,With Preliminary Noise Reduction
6065,4,33,40,Without Preliminary Noise Reduction
6066,4,34,26,With Preliminary Noise Reduction
6067,4,34,44,Without Preliminary Noise Reduction
6068,4,35,28,With Preliminary Noise Reduction
6069,4,35,37,Without Preliminary Noise Reduction
6070,4,36,34,With Preliminary Noise Reduction
6071,4,36,44,Without Preliminary Noise Reduction
6072,4,37,37,With Preliminary Noise Reduction
6073,4,37,38,Without Preliminary Noise Reduction
6074,4,38,35,With Preliminary Noise Reduction
6075,4,38,43,Without Preliminary Noise Reduction
6076,4,39,34,With Preliminary Noise Reduction
6077,4,39,42,Without Preliminary Noise Reduction
6078,4,40,36,With Preliminary Noise Reduction
6079,4,40,40,Without Preliminary Noise Reduction
6080,4,41,35,With Preliminary Noise Reduction
6081,4,41,36,Without Preliminary Noise Reduction
6082,4,42,39,With Preliminary Noise Reduction
6083,4,42,38,Without Preliminary Noise Reduction
6084,4,43,26,With Preliminary Noise Reduction
6085,4,43,49,Without Preliminary Noise Reduction
6086,4,44,24,With Preliminary Noise Reduction
6087,4,44,37,Without Preliminary Noise Reduction
6088,4,45,22,With Preliminary Noise Reduction
6089,4,45,44,Without Preliminary Noise Reduction
6090,4,46,36,With Preliminary Noise Reduction
6091,4,46,46,Without Preliminary Noise Reduction
6092,4,47,20,With Preliminary Noise Reduction
6093,4,47,44,Without Preliminary Noise Reduction
6094,4,48,27,With Preliminary Noise Reduction
6095,4,48,41,Without Preliminary Noise Reduction
6096,4,49,36,With Preliminary Noise Reduction
6097,4,49,45,Without Preliminary Noise Reduction
6098,4,50,31,With Preliminary Noise Reduction
6099,4,50,37,Without Preliminary Noise Reduction
6100,4,51,20,With Preliminary Noise Reduction
6101,4,51,42,Without Preliminary Noise Reduction
6102,4,52,26,With Preliminary Noise Reduction
6103,4,52,48,Without Preliminary Noise Reduction
6104,4,53,22,With Preliminary Noise Reduction
6105,4,53,48,Without Preliminary Noise Reduction
6106,4,54,22,With Preliminary Noise Reduction
6107,4,54,40,Without Preliminary Noise Reduction
6108,4,55,35,With Preliminary Noise Reduction
6109,4,55,47,Without Preliminary Noise Reduction
6110,4,56,28,With Preliminary Noise Reduction
6111,4,56,50,Without Preliminary Noise Reduction
6112,4,57,21,With Preliminary Noise Reduction
6113,4,57,42,Without Preliminary Noise Reduction
6114,4,58,35,With Preliminary Noise Reduction
6115,4,58,38,Without Preliminary Noise Reduction
6116,4,59,25,With Preliminary Noise Reduction
6117,4,59,38,Without Preliminary Noise Reduction
6118,4,60,25,With Preliminary Noise Reduction
6119,4,60,48,Without Preliminary Noise Reduction
6120,4,61,29,With Preliminary Noise Reduction
6121,4,61,49,Without Preliminary Noise Reduction
6122,4,62,31,With Preliminary Noise Reduction
6123,4,62,37,Without Preliminary Noise Reduction
6124,4,63,22,With Preliminary Noise Reduction
6125,4,63,45,Without Preliminary Noise Reduction
6126,4,64,22,With Preliminary Noise Reduction
6127,4,64,38,Without Preliminary Noise Reduction
6128,4,65,39,With Preliminary Noise Reduction
6129,4,65,44,Without Preliminary Noise Reduction
6130,4,66,37,With Preliminary Noise Reduction
6131,4,66,50,Without Preliminary Noise Reduction
6132,4,67,37,With Preliminary Noise Reduction
6133,4,67,49,Without Preliminary Noise Reduction
6134,4,68,31,With Preliminary Noise Reduction
6135,4,68,41,Without Preliminary Noise Reduction
6136,4,69,24,With Preliminary Noise Reduction
6137,4,69,41,Without Preliminary Noise Reduction
6138,4,70,39,With Preliminary Noise Reduction
6139,4,70,43,Without Preliminary Noise Reduction
6140,4,71,33,With Preliminary Noise Reduction
6141,4,71,35,Without Preliminary Noise Reduction
6142,4,72,30,With Preliminary Noise Reduction
6143,4,72,42,Without Preliminary Noise Reduction
6144,4,73,37,With Preliminary Noise Reduction
6145,4,73,48,Without Preliminary Noise Reduction
6146,4,74,37,With Preliminary Noise Reduction
6147,4,74,39,Without Preliminary Noise Reduction
6148,4,75,28,With Preliminary Noise Reduction
6149,4,75,43,Without Preliminary Noise Reduction
6150,4,76,38,With Preliminary Noise Reduction
6151,4,76,42,Without Preliminary Noise Reduction
6152,4,77,27,With Preliminary Noise Reduction
6153,4,77,50,Without Preliminary Noise Reduction
6154,4,78,23,With Preliminary Noise Reduction
6155,4,78,41,Without Preliminary Noise Reduction
6156,4,79,35,With Preliminary Noise Reduction
6157,4,79,35,Without Preliminary Noise Reduction
6158,4,80,28,With Preliminary Noise Reduction
6159,4,80,41,Without Preliminary Noise Reduction
6160,4,81,39,With Preliminary Noise Reduction
6161,4,81,44,Without Preliminary Noise Reduction
6162,4,82,28,With Preliminary Noise Reduction
6163,4,82,44,Without Preliminary Noise Reduction
6164,4,83,27,With Preliminary Noise Reduction
6165,4,83,45,Without Preliminary Noise Reduction
6166,4,84,33,With Preliminary Noise Reduction
6167,4,84,48,Without Preliminary Noise Reduction
6168,4,85,39,With Preliminary Noise Reduction
6169,4,85,44,Without Preliminary Noise Reduction
6170,4,86,26,With Preliminary Noise Reduction
6171,4,86,50,Without Preliminary Noise Reduction
6172,4,87,21,With Preliminary Noise Reduction
6173,4,87,36,Without Preliminary Noise Reduction
6174,4,88,26,With Preliminary Noise Reduction
6175,4,88,36,Without Preliminary Noise Reduction
6176,4,89,22,With Preliminary Noise Reduction
6177,4,89,38,Without Preliminary Noise Reduction
6178,4,90,38,With Preliminary Noise Reduction
6179,4,90,50,Without Preliminary Noise Reduction
6180,4,91,38,With Preliminary Noise Reduction
6181,4,91,41,Without Preliminary Noise Reduction
6182,4,92,26,With Preliminary Noise Reduction
6183,4,92,48,Without Preliminary Noise Reduction
6184,4,93,24,With Preliminary Noise Reduction
6185,4,93,43,Without Preliminary Noise Reduction
6186,4,94,20,With Preliminary Noise Reduction
6187,4,94,36,Without Preliminary Noise Reduction
6188,4,95,36,With Preliminary Noise Reduction
6189,4,95,41,Without Preliminary Noise Reduction
6190,4,96,20,With Preliminary Noise Reduction
6191,4,96,45,Without Preliminary Noise Reduction
6192,4,97,26,With Preliminary Noise Reduction
6193,4,97,43,Without Preliminary Noise Reduction
6194,4,98,24,With Preliminary Noise Reduction
6195,4,98,43,Without Preliminary Noise Reduction
6196,4,99,22,With Preliminary Noise Reduction
6197,4,99,47,Without Preliminary Noise Reduction
6198,4,100,25,With Preliminary Noise Reduction
6199,4,100,38,Without Preliminary Noise Reduction
6200,4,101,35,With Preliminary Noise Reduction
6201,4,101,38,Without Preliminary Noise Reduction
6202,4,102,40,With Preliminary Noise Reduction
6203,4,102,46,Without Preliminary Noise Reduction
6204,4,103,35,With Preliminary Noise Reduction
6205,4,103,43,Without Preliminary Noise Reduction
6206,4,104,34,With Preliminary Noise Reduction
6207,4,104,42,Without Preliminary Noise Reduction
6208,4,105,26,With Preliminary Noise Reduction
6209,4,105,44,Without Preliminary Noise Reduction
6210,4,106,36,With Preliminary Noise Reduction
6211,4,106,40,Without Preliminary Noise Reduction
6212,4,107,33,With Preliminary Noise Reduction
6213,4,107,39,Without Preliminary Noise Reduction
6214,4,108,27,With Preliminary Noise Reduction
6215,4,108,41,Without Preliminary Noise Reduction
6216,4,109,34,With Preliminary Noise Reduction
6217,4,109,43,Without Preliminary Noise Reduction
6218,4,110,34,With Preliminary Noise Reduction
6219,4,110,41,Without Preliminary Noise Reduction
6220,4,111,29,With Preliminary Noise Reduction
6221,4,111,44,Without Preliminary Noise Reduction
6222,4,112,22,With Preliminary Noise Reduction
6223,4,112,38,Without Preliminary Noise Reduction
6224,4,113,36,With Preliminary Noise Reduction
6225,4,113,37,Without Preliminary Noise Reduction
6226,4,114,39,With Preliminary Noise Reduction
6227,4,114,46,Without Preliminary Noise Reduction
6228,4,115,29,With Preliminary Noise Reduction
6229,4,115,35,Without Preliminary Noise Reduction
6230,4,116,34,With Preliminary Noise Reduction
6231,4,116,42,Without Preliminary Noise Reduction
6232,4,117,36,With Preliminary Noise Reduction
6233,4,117,49,Without Preliminary Noise Reduction
6234,4,118,37,With Preliminary Noise Reduction
6235,4,118,47,Without Preliminary Noise Reduction
6236,4,119,24,With Preliminary Noise Reduction
6237,4,119,40,Without Preliminary Noise Reduction
6238,4,120,29,With Preliminary Noise Reduction
6239,4,120,45,Without Preliminary Noise Reduction
6240,4,121,22,With Preliminary Noise Reduction
6241,4,121,43,Without Preliminary Noise Reduction
6242,4,122,36,With Preliminary Noise Reduction
6243,4,122,35,Without Preliminary Noise Reduction
6244,4,123,20,With Preliminary Noise Reduction
6245,4,123,40,Without Preliminary Noise Reduction
6246,4,124,37,With Preliminary Noise Reduction
6247,4,124,49,Without Preliminary Noise Reduction
6248,4,125,23,With Preliminary Noise Reduction
6249,4,125,48,Without Preliminary Noise Reduction
6250,4,126,20,With Preliminary Noise Reduction
6251,4,126,43,Without Preliminary Noise Reduction
6252,4,127,27,With Preliminary Noise Reduction
6253,4,127,48,Without Preliminary Noise Reduction
6254,4,128,24,With Preliminary Noise Reduction
6255,4,128,39,Without Preliminary Noise Reduction
6256,4,129,37,With Preliminary Noise Reduction
6257,4,129,37,Without Preliminary Noise Reduction
6258,4,130,25,With Preliminary Noise Reduction
6259,4,130,50,Without Preliminary Noise Reduction
6260,4,131,22,With Preliminary Noise Reduction
6261,4,131,42,Without Preliminary Noise Reduction
6262,4,132,35,With Preliminary Noise Reduction
6263,4,132,43,Without Preliminary Noise Reduction
6264,4,133,36,With Preliminary Noise Reduction
6265,4,133,50,Without Preliminary Noise Reduction
6266,4,134,20,With Preliminary Noise Reduction
6267,4,134,46,Without Preliminary Noise Reduction
6268,4,135,33,With Preliminary Noise Reduction
6269,4,135,42,Without Preliminary Noise Reduction
6270,4,136,40,With Preliminary Noise Reduction
6271,4,136,47,Without Preliminary Noise Reduction
6272,4,137,37,With Preliminary Noise Reduction
6273,4,137,44,Without Preliminary Noise Reduction
6274,4,138,39,With Preliminary Noise Reduction
6275,4,138,47,Without Preliminary Noise Reduction
6276,4,139,28,With Preliminary Noise Reduction
6277,4,139,43,Without Preliminary Noise Reduction
6278,4,140,39,With Preliminary Noise Reduction
6279,4,140,38,Without Preliminary Noise Reduction
6280,4,141,35,With Preliminary Noise Reduction
6281,4,141,37,Without Preliminary Noise Reduction
6282,4,142,32,With Preliminary Noise Reduction
6283,4,142,37,Without Preliminary Noise Reduction
6284,4,143,30,With Preliminary Noise Reduction
6285,4,143,48,Without Preliminary Noise Reduction
6286,4,144,34,With Preliminary Noise Reduction
6287,4,144,49,Without Preliminary Noise Reduction
6288,4,145,21,With Preliminary Noise Reduction
6289,4,145,44,Without Preliminary Noise Reduction
6290,4,146,27,With Preliminary Noise Reduction
6291,4,146,40,Without Preliminary Noise Reduction
6292,4,147,22,With Preliminary Noise Reduction
6293,4,147,36,Without Preliminary Noise Reduction
6294,4,148,37,With Preliminary Noise Reduction
6295,4,148,41,Without Preliminary Noise Reduction
6296,4,149,33,With Preliminary Noise Reduction
6297,4,149,41,Without Preliminary Noise Reduction
6298,4,150,20,With Preliminary Noise Reduction
6299,4,150,42,Without Preliminary Noise Reduction
6300,4,151,38,With Preliminary Noise Reduction
6301,4,151,47,Without Preliminary Noise Reduction
6302,4,152,32,With Preliminary Noise Reduction
6303,4,152,47,Without Preliminary Noise Reduction
6304,4,153,38,With Preliminary Noise Reduction
6305,4,153,45,Without Preliminary Noise Reduction
6306,4,154,27,With Preliminary Noise Reduction
6307,4,154,39,Without Preliminary Noise Reduction
6308,4,155,36,With Preliminary Noise Reduction
6309,4,155,47,Without Preliminary Noise Reduction
6310,4,156,28,With Preliminary Noise Reduction
6311,4,156,41,Without Preliminary Noise Reduction
6312,4,157,37,With Preliminary Noise Reduction
6313,4,157,37,Without Preliminary Noise Reduction
6314,4,158,30,With Preliminary Noise Reduction
6315,4,158,40,Without Preliminary Noise Reduction
6316,4,159,32,With Preliminary Noise Reduction
6317,4,159,50,Without Preliminary Noise Reduction
6318,4,160,31,With Preliminary Noise Reduction
6319,4,160,44,Without Preliminary Noise Reduction
6320,4,161,31,With Preliminary Noise Reduction
6321,4,161,46,Without Preliminary Noise Reduction
6322,4,162,27,With Preliminary Noise Reduction
6323,4,162,43,Without Preliminary Noise Reduction
6324,4,163,30,With Preliminary Noise Reduction
6325,4,163,47,Without Preliminary Noise Reduction
6326,4,164,23,With Preliminary Noise Reduction
6327,4,164,42,Without Preliminary Noise Reduction
6328,4,165,27,With Preliminary Noise Reduction
6329,4,165,47,Without Preliminary Noise Reduction
6330,4,166,29,With Preliminary Noise Reduction
6331,4,166,50,Without Preliminary Noise Reduction
6332,4,167,20,With Preliminary Noise Reduction
6333,4,167,50,Without Preliminary Noise Reduction
6334,4,168,24,With Preliminary Noise Reduction
6335,4,168,36,Without Preliminary Noise Reduction
6336,4,169,21,With Preliminary Noise Reduction
6337,4,169,37,Without Preliminary Noise Reduction
6338,4,170,36,With Preliminary Noise Reduction
6339,4,170,37,Without Preliminary Noise Reduction
6340,4,171,31,With Preliminary Noise Reduction
6341,4,171,38,Without Preliminary Noise Reduction
6342,4,172,29,With Preliminary Noise Reduction
6343,4,172,36,Without Preliminary Noise Reduction
6344,4,173,23,With Preliminary Noise Reduction
6345,4,173,41,Without Preliminary Noise Reduction
6346,4,174,29,With Preliminary Noise Reduction
6347,4,174,47,Without Preliminary Noise Reduction
6348,4,175,27,With Preliminary Noise Reduction
6349,4,175,49,Without Preliminary Noise Reduction
6350,4,176,38,With Preliminary Noise Reduction
6351,4,176,49,Without Preliminary Noise Reduction
6352,4,177,22,With Preliminary Noise Reduction
6353,4,177,48,Without Preliminary Noise Reduction
6354,4,178,21,With Preliminary Noise Reduction
6355,4,178,36,Without Preliminary Noise Reduction
6356,4,179,38,With Preliminary Noise Reduction
6357,4,179,43,Without Preliminary Noise Reduction
6358,4,180,21,With Preliminary Noise Reduction
6359,4,180,43,Without Preliminary Noise Reduction
6360,4,181,25,With Preliminary Noise Reduction
6361,4,181,46,Without Preliminary Noise Reduction
6362,4,182,37,With Preliminary Noise Reduction
6363,4,182,42,Without Preliminary Noise Reduction
6364,4,183,28,With Preliminary Noise Reduction
6365,4,183,46,Without Preliminary Noise Reduction
6366,4,184,31,With Preliminary Noise Reduction
6367,4,184,47,Without Preliminary Noise Reduction
6368,4,185,24,With Preliminary Noise Reduction
6369,4,185,44,Without Preliminary Noise Reduction
6370,4,186,37,With Preliminary Noise Reduction
6371,4,186,38,Without Preliminary Noise Reduction
6372,4,187,30,With Preliminary Noise Reduction
6373,4,187,47,Without Preliminary Noise Reduction
6374,4,188,31,With Preliminary Noise Reduction
6375,4,188,39,Without Preliminary Noise Reduction
6376,4,189,38,With Preliminary Noise Reduction
6377,4,189,37,Without Preliminary Noise Reduction
6378,4,190,31,With Preliminary Noise Reduction
6379,4,190,44,Without Preliminary Noise Reduction
6380,4,191,39,With Preliminary Noise Reduction
6381,4,191,44,Without Preliminary Noise Reduction
6382,4,192,25,With Preliminary Noise Reduction
6383,4,192,41,Without Preliminary Noise Reduction
6384,4,193,22,With Preliminary Noise Reduction
6385,4,193,48,Without Preliminary Noise Reduction
6386,4,194,22,With Preliminary Noise Reduction
6387,4,194,42,Without Preliminary Noise Reduction
6388,4,195,21,With Preliminary Noise Reduction
6389,4,195,50,Without Preliminary Noise Reduction
6390,4,196,35,With Preliminary Noise Reduction
6391,4,196,45,Without Preliminary Noise Reduction
6392,4,197,34,With Preliminary Noise Reduction
6393,4,197,42,Without Preliminary Noise Reduction
6394,4,198,37,With Preliminary Noise Reduction
6395,4,198,45,Without Preliminary Noise Reduction
6396,4,199,39,With Preliminary Noise Reduction
6397,4,199,40,Without Preliminary Noise Reduction
6398,4,200,39,With Preliminary Noise Reduction
6399,4,200,44,Without Preliminary Noise Reduction
6400,4,201,38,With Preliminary Noise Reduction
6401,4,201,38,Without Preliminary Noise Reduction
6402,4,202,22,With Preliminary Noise Reduction
6403,4,202,49,Without Preliminary Noise Reduction
6404,4,203,23,With Preliminary Noise Reduction
6405,4,203,45,Without Preliminary Noise Reduction
6406,4,204,29,With Preliminary Noise Reduction
6407,4,204,50,Without Preliminary Noise Reduction
6408,4,205,21,With Preliminary Noise Reduction
6409,4,205,42,Without Preliminary Noise Reduction
6410,4,206,29,With Preliminary Noise Reduction
6411,4,206,35,Without Preliminary Noise Reduction
6412,4,207,24,With Preliminary Noise Reduction
6413,4,207,45,Without Preliminary Noise Reduction
6414,4,208,25,With Preliminary Noise Reduction
6415,4,208,50,Without Preliminary Noise Reduction
6416,4,209,29,With Preliminary Noise Reduction
6417,4,209,39,Without Preliminary Noise Reduction
6418,4,210,31,With Preliminary Noise Reduction
6419,4,210,37,Without Preliminary Noise Reduction
6420,4,211,25,With Preliminary Noise Reduction
6421,4,211,47,Without Preliminary Noise Reduction
6422,4,212,26,With Preliminary Noise Reduction
6423,4,212,42,Without Preliminary Noise Reduction
6424,4,213,25,With Preliminary Noise Reduction
6425,4,213,41,Without Preliminary Noise Reduction
6426,4,214,36,With Preliminary Noise Reduction
6427,4,214,48,Without Preliminary Noise Reduction
6428,4,215,22,With Preliminary Noise Reduction
6429,4,215,44,Without Preliminary Noise Reduction
6430,4,216,27,With Preliminary Noise Reduction
6431,4,216,37,Without Preliminary Noise Reduction
6432,4,217,27,With Preliminary Noise Reduction
6433,4,217,45,Without Preliminary Noise Reduction
6434,4,218,24,With Preliminary Noise Reduction
6435,4,218,38,Without Preliminary Noise Reduction
6436,4,219,24,With Preliminary Noise Reduction
6437,4,219,49,Without Preliminary Noise Reduction
6438,4,220,26,With Preliminary Noise Reduction
6439,4,220,43,Without Preliminary Noise Reduction
6440,4,221,22,With Preliminary Noise Reduction
6441,4,221,47,Without Preliminary Noise Reduction
6442,4,222,20,With Preliminary Noise Reduction
6443,4,222,38,Without Preliminary Noise Reduction
6444,4,223,31,With Preliminary Noise Reduction
6445,4,223,36,Without Preliminary Noise Reduction
6446,4,224,38,With Preliminary Noise Reduction
6447,4,224,36,Without Preliminary Noise Reduction
6448,4,225,32,With Preliminary Noise Reduction
6449,4,225,40,Without Preliminary Noise Reduction
6450,4,226,39,With Preliminary Noise Reduction
6451,4,226,46,Without Preliminary Noise Reduction
6452,4,227,40,With Preliminary Noise Reduction
6453,4,227,50,Without Preliminary Noise Reduction
6454,4,228,25,With Preliminary Noise Reduction
6455,4,228,35,Without Preliminary Noise Reduction
6456,4,229,22,With Preliminary Noise Reduction
6457,4,229,38,Without Preliminary Noise Reduction
6458,4,230,37,With Preliminary Noise Reduction
6459,4,230,45,Without Preliminary Noise Reduction
6460,4,231,39,With Preliminary Noise Reduction
6461,4,231,50,Without Preliminary Noise Reduction
6462,4,232,21,With Preliminary Noise Reduction
6463,4,232,37,Without Preliminary Noise Reduction
6464,4,233,28,With Preliminary Noise Reduction
6465,4,233,42,Without Preliminary Noise Reduction
6466,4,234,26,With Preliminary Noise Reduction
6467,4,234,35,Without Preliminary Noise Reduction
6468,4,235,30,With Preliminary Noise Reduction
6469,4,235,47,Without Preliminary Noise Reduction
6470,4,236,23,With Preliminary Noise Reduction
6471,4,236,35,Without Preliminary Noise Reduction
6472,4,237,27,With Preliminary Noise Reduction
6473,4,237,35,Without Preliminary Noise Reduction
6474,4,238,22,With Preliminary Noise Reduction
6475,4,238,43,Without Preliminary Noise Reduction
6476,4,239,26,With Preliminary Noise Reduction
6477,4,239,50,Without Preliminary Noise Reduction
6478,4,240,39,With Preliminary Noise Reduction
6479,4,240,37,Without Preliminary Noise Reduction
6480,4,241,28,With Preliminary Noise Reduction
6481,4,241,47,Without Preliminary Noise Reduction
6482,4,242,38,With Preliminary Noise Reduction
6483,4,242,47,Without Preliminary Noise Reduction
6484,4,243,29,With Preliminary Noise Reduction
6485,4,243,45,Without Preliminary Noise Reduction
6486,4,244,40,With Preliminary Noise Reduction
6487,4,244,48,Without Preliminary Noise Reduction
6488,4,245,23,With Preliminary Noise Reduction
6489,4,245,39,Without Preliminary Noise Reduction
6490,4,246,20,With Preliminary Noise Reduction
6491,4,246,36,Without Preliminary Noise Reduction
6492,4,247,36,With Preliminary Noise Reduction
6493,4,247,35,Without Preliminary Noise Reduction
6494,4,248,22,With Preliminary Noise Reduction
6495,4,248,39,Without Preliminary Noise Reduction
6496,4,249,31,With Preliminary Noise Reduction
6497,4,249,41,Without Preliminary Noise Reduction
6498,4,250,21,With Preliminary Noise Reduction
6499,4,250,35,Without Preliminary Noise Reduction
6500,4,251,29,With Preliminary Noise Reduction
6501,4,251,40,Without Preliminary Noise Reduction
6502,4,252,33,With Preliminary Noise Reduction
6503,4,252,45,Without Preliminary Noise Reduction
6504,4,253,22,With Preliminary Noise Reduction
6505,4,253,43,Without Preliminary Noise Reduction
6506,4,254,35,With Preliminary Noise Reduction
6507,4,254,42,Without Preliminary Noise Reduction
6508,4,255,37,With Preliminary Noise Reduction
6509,4,255,37,Without Preliminary Noise Reduction
6510,4,256,36,With Preliminary Noise Reduction
6511,4,256,36,Without Preliminary Noise Reduction
6512,4,257,25,With Preliminary Noise Reduction
6513,4,257,43,Without Preliminary Noise Reduction
6514,4,258,25,With Preliminary Noise Reduction
6515,4,258,43,Without Preliminary Noise Reduction
6516,4,259,40,With Preliminary Noise Reduction
6517,4,259,44,Without Preliminary Noise Reduction
6518,4,260,21,With Preliminary Noise Reduction
6519,4,260,47,Without Preliminary Noise Reduction
6520,4,261,28,With Preliminary Noise Reduction
6521,4,261,42,Without Preliminary Noise Reduction
6522,4,262,39,With Preliminary Noise Reduction
6523,4,262,48,Without Preliminary Noise Reduction
6524,4,263,27,With Preliminary Noise Reduction
6525,4,263,49,Without Preliminary Noise Reduction
6526,4,264,28,With Preliminary Noise Reduction
6527,4,264,43,Without Preliminary Noise Reduction
6528,4,265,28,With Preliminary Noise Reduction
6529,4,265,47,Without Preliminary Noise Reduction
6530,4,266,33,With Preliminary Noise Reduction
6531,4,266,49,Without Preliminary Noise Reduction
6532,4,267,24,With Preliminary Noise Reduction
6533,4,267,35,Without Preliminary Noise Reduction
6534,4,268,36,With Preliminary Noise Reduction
6535,4,268,40,Without Preliminary Noise Reduction
6536,4,269,24,With Preliminary Noise Reduction
6537,4,269,40,Without Preliminary Noise Reduction
6538,4,270,36,With Preliminary Noise Reduction
6539,4,270,41,Without Preliminary Noise Reduction
6540,4,271,39,With Preliminary Noise Reduction
6541,4,271,44,Without Preliminary Noise Reduction
6542,4,272,30,With Preliminary Noise Reduction
6543,4,272,40,Without Preliminary Noise Reduction
6544,4,273,36,With Preliminary Noise Reduction
6545,4,273,38,Without Preliminary Noise Reduction
6546,4,274,23,With Preliminary Noise Reduction
6547,4,274,41,Without Preliminary Noise Reduction
6548,4,275,23,With Preliminary Noise Reduction
6549,4,275,46,Without Preliminary Noise Reduction
6550,4,276,24,With Preliminary Noise Reduction
6551,4,276,39,Without Preliminary Noise Reduction
6552,4,277,21,With Preliminary Noise Reduction
6553,4,277,48,Without Preliminary Noise Reduction
6554,4,278,29,With Preliminary Noise Reduction
6555,4,278,42,Without Preliminary Noise Reduction
6556,4,279,33,With Preliminary Noise Reduction
6557,4,279,42,Without Preliminary Noise Reduction
6558,4,280,38,With Preliminary Noise Reduction
6559,4,280,38,Without Preliminary Noise Reduction
6560,4,281,27,With Preliminary Noise Reduction
6561,4,281,40,Without Preliminary Noise Reduction
6562,4,282,37,With Preliminary Noise Reduction
6563,4,282,48,Without Preliminary Noise Reduction
6564,4,283,35,With Preliminary Noise Reduction
6565,4,283,45,Without Preliminary Noise Reduction
6566,4,284,27,With Preliminary Noise Reduction
6567,4,284,35,Without Preliminary Noise Reduction
6568,4,285,38,With Preliminary Noise Reduction
6569,4,285,44,Without Preliminary Noise Reduction
6570,4,286,28,With Preliminary Noise Reduction
6571,4,286,45,Without Preliminary Noise Reduction
