,Number Of People,Iteration,Runtime,With/Without
6572,4,287,36,With Preliminary Noise Reduction
6573,4,287,50,Without Preliminary Noise Reduction
6574,4,288,22,With Preliminary Noise Reduction
6575,4,288,43,Without Preliminary Noise Reduction
6576,4,289,32,With Preliminary Noise Reduction
6577,4,289,45,Without Preliminary Noise Reduction
6578,4,290,25,With Preliminary Noise Reduction
6579,4,290,45,Without Preliminary Noise Reduction
6580,4,291,32,With Preliminary Noise Reduction
6581,4,291,47,Without Preliminary Noise Reduction
6582,4,292,36,With Preliminary Noise Reduction
6583,4,292,48,Without Preliminary Noise Reduction
6584,4,293,35,With Preliminary Noise Reduction
6585,4,293,48,Without Preliminary Noise Reduction
6586,4,294,40,With Preliminary Noise Reduction
6587,4,294,44,Without Preliminary Noise Reduction
6588,4,295,39,With Preliminary Noise Reduction
6589,4,295,50,Without Preliminary Noise Reduction
6590,4,296,32,With Preliminary Noise Reduction
6591,4,296,35,Without Preliminary Noise Reduction
6592,4,297,33,With Preliminary Noise Reduction
6593,4,297,40,Without Preliminary Noise Reduction
6594,4,298,23,With Preliminary Noise Reduction
6595,4,298,50,Without Preliminary Noise Reduction
6596,4,299,32,With Preliminary Noise Reduction
6597,4,299,42,Without Preliminary Noise Reduction
6598,4,300,38,With Preliminary Noise Reduction
6599,4,300,39,Without Preliminary Noise Reduction
6600,4,301,27,With Preliminary Noise Reduction
6601,4,301,37,Without Preliminary Noise Reduction
6602,4,302,32,With Preliminary Noise Reduction
6603,4,302,42,Without Preliminary Noise Reduction
6604,4,303,20,With Preliminary Noise Reduction
6605,4,303,45,Without Preliminary Noise Reduction
6606,4,304,25,With Preliminary Noise Reduction
6607,4,304,41,Without Preliminary Noise Reduction
6608,4,305,25,With Preliminary Noise Reduction
6609,4,305,36,Without Preliminary Noise Reduction
6610,4,306,25,With Preliminary Noise Reduction
6611,4,306,43,Without Preliminary Noise Reduction
6612,4,307,39,With Preliminary Noise Reduction
6613,4,307,40,Without Preliminary Noise Reduction
6614,4,308,25,With Preliminary Noise Reduction
6615,4,308,46,Without Preliminary Noise Reduction
6616,4,309,28,With Preliminary Noise Reduction
6617,4,309,35,Without Preliminary Noise Reduction
6618,4,310,31,With Preliminary Noise Reduction
6619,4,310,39,Without Preliminary Noise Reduction
6620,4,311,22,With Preliminary Noise Reduction
6621,4,311,47,Without Preliminary Noise Reduction
6622,4,312,29,With Preliminary Noise Reduction
6623,4,312,50,Without Preliminary Noise Reduction
6624,4,313,32,With Preliminary Noise Reduction
6625,4,313,42,Without Preliminary Noise Reduction
6626,4,314,20,With Preliminary Noise Reduction
6627,4,314,42,Without Preliminary Noise Reduction
6628,4,315,40,With Preliminary Noise Reduction
6629,4,315,48,Without Preliminary Noise Reduction
6630,4,316,30,With Preliminary Noise Reduction
6631,4,316,35,Without Preliminary Noise Reduction
6632,4,317,28,With Preliminary Noise Reduction
6633,4,317,44,Without Preliminary Noise Reduction
6634,4,318,34,With Preliminary Noise Reduction
6635,4,318,47,Without Preliminary Noise Reduction
6636,4,319,23,With Preliminary Noise Reduction
6637,4,319,37,Without Preliminary Noise Reduction
6638,4,320,25,With Preliminary Noise Reduction
6639,4,320,47,Without Preliminary Noise Reduction
6640,4,321,29,With Preliminary Noise Reduction
6641,4,321,41,Without Preliminary Noise Reduction
6642,4,322,27,With Preliminary Noise Reduction
6643,4,322,40,Without Preliminary Noise Reduction
6644,4,323,26,With Preliminary Noise Reduction
6645,4,323,36,Without Preliminary Noise Reduction
6646,4,324,21,With Preliminary Noise Reduction
6647,4,324,44,Without Preliminary Noise Reduction
6648,4,325,36,With Preliminary Noise Reduction
6649,4,325,46,Without Preliminary Noise Reduction
6650,4,326,20,With Preliminary Noise Reduction
6651,4,326,40,Without Preliminary Noise Reduction
6652,4,327,22,With Preliminary Noise Reduction
6653,4,327,48,Without Preliminary Noise Reduction
6654,4,328,25,With Preliminary Noise Reduction
6655,4,328,42,Without Preliminary Noise Reduction
6656,4,329,25,With Preliminary Noise Reduction
6657,4,329,48,Without Preliminary Noise Reduction
6658,4,330,27,With Preliminary Noise Reduction
6659,4,330,47,Without Preliminary Noise Reduction
6660,4,331,34,With Preliminary Noise Reduction
6661,4,331,43,Without Preliminary Noise Reduction
6662,4,332,27,With Preliminary Noise Reduction
6663,4,332,46,Without Preliminary Noise Reduction
6664,4,333,33,With Preliminary Noise Reduction
6665,4,333,35,Without Preliminary Noise Reduction
6666,4,334,24,With Preliminary Noise Reduction
6667,4,334,37,Without Preliminary Noise Reduction
6668,4,335,31,With Preliminary Noise Reduction
6669,4,335,39,Without Preliminary Noise Reduction
6670,4,336,32,With Preliminary Noise Reduction
6671,4,336,46,Without Preliminary Noise Reduction
6672,4,337,28,With Preliminary Noise Reduction
6673,4,337,48,Without Preliminary Noise Reduction
6674,4,338,32,With Preliminary Noise Reduction
6675,4,338,47,Without Preliminary Noise Reduction
6676,4,339,38,With Preliminary Noise Reduction
6677,4,339,42,Without Preliminary Noise Reduction
6678,4,340,27,With Preliminary Noise Reduction
6679,4,340,46,Without Preliminary Noise Reduction
6680,4,341,29,With Preliminary Noise Reduction
6681,4,341,44,Without Preliminary Noise Reduction
6682,4,342,22,With Preliminary Noise Reduction
6683,4,342,49,Without Preliminary Noise Reduction
6684,4,343,22,With Preliminary Noise Reduction
6685,4,343,50,Without Preliminary Noise Reduction
6686,4,344,27,With Preliminary Noise Reduction
6687,4,344,41,Without Preliminary Noise Reduction
6688,4,345,28,With Preliminary Noise Reduction
6689,4,345,37,Without Preliminary Noise Reduction
6690,4,346,33,With Preliminary Noise Reduction
6691,4,346,42,Without Preliminary Noise Reduction
6692,4,347,25,With Preliminary Noise Reduction
6693,4,347,48,Without Preliminary Noise Reduction
6694,4,348,20,With Preliminary Noise Reduction
6695,4,348,43,Without Preliminary Noise Reduction
6696,4,349,38,With Preliminary Noise Reduction
6697,4,349,40,Without Preliminary Noise Reduction
6698,4,350,25,With Preliminary Noise Reduction
6699,4,350,41,Without Preliminary Noise Reduction
6700,4,351,26,With Preliminary Noise Reduction
6701,4,351,45,Without Preliminary Noise Reduction
6702,4,352,29,With Preliminary Noise Reduction
6703,4,352,36,Without Preliminary Noise Reduction
6704,4,353,38,With Preliminary Noise Reduction
6705,4,353,46,Without Preliminary Noise Reduction
6706,4,354,27,With Preliminary Noise Reduction
6707,4,354,45,Without Preliminary Noise Reduction
6708,4,355,29,With Preliminary Noise Reduction
6709,4,355,43,Without Preliminary Noise Reduction
6710,4,356,36,With Preliminary Noise Reduction
6711,4,356,38,Without Preliminary Noise Reduction
6712,4,357,40,With Preliminary Noise Reduction
6713,4,357,46,Without Preliminary Noise Reduction
6714,4,358,25,With Preliminary Noise Reduction
6715,4,358,46,Without Preliminary Noise Reduction
6716,4,359,32,With Preliminary Noise Reduction
6717,4,359,35,Without Preliminary Noise Reduction
6718,4,360,29,With Preliminary Noise Reduction
6719,4,360,48,Without Preliminary Noise Reduction
6720,4,361,39,With Preliminary Noise Reduction
6721,4,361,49,Without Preliminary Noise Reduction
6722,4,362,40,With Preliminary Noise Reduction
6723,4,362,46,Without Preliminary Noise Reduction
6724,4,363,34,With Preliminary Noise Reduction
6725,4,363,39,Without Preliminary Noise Reduction
6726,4,364,40,With Preliminary Noise Reduction
6727,4,364,50,Without Preliminary Noise Reduction
6728,4,365,30,With Preliminary Noise Reduction
6729,4,365,46,Without Preliminary Noise Reduction
6730,4,366,32,With Preliminary Noise Reduction
6731,4,366,38,Without Preliminary Noise Reduction
6732,4,367,30,With Preliminary Noise Reduction
6733,4,367,45,Without Preliminary Noise Reduction
6734,4,368,28,With Preliminary Noise Reduction
6735,4,368,40,Without Preliminary Noise Reduction
6736,4,369,26,With Preliminary Noise Reduction
6737,4,369,36,Without Preliminary Noise Reduction
6738,4,370,23,With Preliminary Noise Reduction
6739,4,370,44,Without Preliminary Noise Reduction
6740,4,371,32,With Preliminary Noise Reduction
6741,4,371,40,Without Preliminary Noise Reduction
6742,4,372,31,With Preliminary Noise Reduction
6743,4,372,39,Without Preliminary Noise Reduction
6744,4,373,23,With Preliminary Noise Reduction
6745,4,373,40,Without Preliminary Noise Reduction
6746,4,374,39,With Preliminary Noise Reduction
6747,4,374,46,Without Preliminary Noise Reduction
6748,4,375,23,With Preliminary Noise Reduction
6749,4,375,44,Without Preliminary Noise Reduction
6750,4,376,24,With Preliminary Noise Reduction
6751,4,376,37,Without Preliminary Noise Reduction
6752,4,377,33,With Preliminary Noise Reduction
6753,4,377,44,Without Preliminary Noise Reduction
6754,4,378,23,With Preliminary Noise Reduction
6755,4,378,41,Without Preliminary Noise Reduction
6756,4,379,23,With Preliminary Noise Reduction
6757,4,379,43,Without Preliminary Noise Reduction
6758,4,380,33,With Preliminary Noise Reduction
6759,4,380,37,Without Preliminary Noise Reduction
6760,4,381,26,With Preliminary Noise Reduction
6761,4,381,37,Without Preliminary Noise Reduction
6762,4,382,34,With Preliminary Noise Reduction
6763,4,382,46,Without Preliminary Noise Reduction
6764,4,383,38,With Preliminary Noise Reduction
6765,4,383,35,Without Preliminary Noise Reduction
6766,4,384,30,With Preliminary Noise Reduction
6767,4,384,47,Without Preliminary Noise Reduction
6768,4,385,29,With Preliminary Noise Reduction
6769,4,385,45,Without Preliminary Noise Reduction
6770,4,386,29,With Preliminary Noise Reduction
6771,4,386,44,Without Preliminary Noise Reduction
6772,4,387,39,With Preliminary Noise Reduction
6773,4,387,43,Without Preliminary Noise Reduction
6774,4,388,20,With Preliminary Noise Reduction
6775,4,388,50,Without Preliminary Noise Reduction
6776,4,389,20,With Preliminary Noise Reduction
6777,4,389,42,Without Preliminary Noise Reduction
6778,4,390,24,With Preliminary Noise Reduction
6779,4,390,47,Without Preliminary Noise Reduction
6780,4,391,22,With Preliminary Noise Reduction
6781,4,391,50,Without Preliminary Noise Reduction
6782,4,392,31,With Preliminary Noise Reduction
6783,4,392,48,Without Preliminary Noise Reduction
6784,4,393,33,With Preliminary Noise Reduction
6785,4,393,44,Without Preliminary Noise Reduction
6786,4,394,23,With Preliminary Noise Reduction
6787,4,394,35,Without Preliminary Noise Reduction
6788,4,395,21,With Preliminary Noise Reduction
6789,4,395,35,Without Preliminary Noise Reduction
6790,4,396,21,With Preliminary Noise Reduction
6791,4,396,36,Without Preliminary Noise Reduction
6792,4,397,27,With Preliminary Noise Reduction
6793,4,397,46,Without Preliminary Noise Reduction
6794,4,398,28,With Preliminary Noise Reduction
6795,4,398,42,Without Preliminary Noise Reduction
6796,4,399,27,With Preliminary Noise Reduction
6797,4,399,49,Without Preliminary Noise Reduction
6798,4,400,30,With Preliminary Noise Reduction
6799,4,400,41,Without Preliminary Noise Reduction
6800,4,401,23,With Preliminary Noise Reduction
6801,4,401,45,Without Preliminary Noise Reduction
6802,4,402,25,With Preliminary Noise Reduction
6803,4,402,49,Without Preliminary Noise Reduction
6804,4,403,29,With Preliminary Noise Reduction
6805,4,403,40,Without Preliminary Noise Reduction
6806,4,404,23,With Preliminary Noise Reduction
6807,4,404,44,Without Preliminary Noise Reduction
6808,4,405,27,With Preliminary Noise Reduction
6809,4,405,47,Without Preliminary Noise Reduction
6810,4,406,26,With Preliminary Noise Reduction
6811,4,406,46,Without Preliminary Noise Reduction
6812,4,407,33,With Preliminary Noise Reduction
6813,4,407,35,Without Preliminary Noise Reduction
6814,4,408,24,With Preliminary Noise Reduction
6815,4,408,45,Without Preliminary Noise Reduction
6816,4,409,20,With Preliminary Noise Reduction
6817,4,409,45,Without Preliminary Noise Reduction
6818,4,410,27,With Preliminary Noise Reduction
6819,4,410,39,Without Preliminary Noise Reduction
6820,4,411,29,With Preliminary Noise Reduction
6821,4,411,35,Without Preliminary Noise Reduction
6822,4,412,27,With Preliminary Noise Reduction
6823,4,412,47,Without Preliminary Noise Reduction
6824,4,413,26,With Preliminary Noise Reduction
6825,4,413,42,Without Preliminary Noise Reduction
6826,4,414,40,With Preliminary Noise Reduction
6827,4,414,40,Without Preliminary Noise Reduction
6828,4,415,21,With Preliminary Noise Reduction
6829,4,415,39,Without Preliminary Noise Reduction
6830,4,416,40,With Preliminary Noise Reduction
6831,4,416,46,Without Preliminary Noise Reduction
6832,4,417,21,With Preliminary Noise Reduction
6833,4,417,45,Without Preliminary Noise Reduction
6834,4,418,31,With Preliminary Noise Reduction
6835,4,418,47,Without Preliminary Noise Reduction
6836,4,419,30,With Preliminary Noise Reduction
6837,4,419,50,Without Preliminary Noise Reduction
6838,4,420,20,With Preliminary Noise Reduction
6839,4,420,50,Without Preliminary Noise Reduction
6840,4,421,37,With Preliminary Noise Reduction
6841,4,421,45,Without Preliminary Noise Reduction
6842,4,422,27,With Preliminary Noise Reduction
6843,4,422,49,Without Preliminary Noise Reduction
6844,4,423,24,With Preliminary Noise Reduction
6845,4,423,47,Without Preliminary Noise Reduction
6846,4,424,40,With Preliminary Noise Reduction
6847,4,424,47,Without Preliminary Noise Reduction
6848,4,425,40,With Preliminary Noise Reduction
6849,4,425,50,Without Preliminary Noise Reduction
6850,4,426,38,With Preliminary Noise Reduction
6851,4,426,48,Without Preliminary Noise Reduction
6852,4,427,27,With Preliminary Noise Reduction
6853,4,427,47,Without Preliminary Noise Reduction
6854,4,428,24,With Preliminary Noise Reduction
6855,4,428,36,Without Preliminary Noise Reduction
6856,4,429,40,With Preliminary Noise Reduction
6857,4,429,40,Without Preliminary Noise Reduction
6858,4,430,32,With Preliminary Noise Reduction
6859,4,430,50,Without Preliminary Noise Reduction
6860,4,431,35,With Preliminary Noise Reduction
6861,4,431,38,Without Preliminary Noise Reduction
6862,4,432,27,With Preliminary Noise Reduction
6863,4,432,38,Without Preliminary Noise Reduction
6864,4,433,29,With Preliminary Noise Reduction
6865,4,433,43,Without Preliminary Noise Reduction
6866,4,434,30,With Preliminary Noise Reduction
6867,4,434,38,Without Preliminary Noise Reduction
6868,4,435,37,With Preliminary Noise Reduction
6869,4,435,50,Without Preliminary Noise Reduction
6870,4,436,38,With Preliminary Noise Reduction
6871,4,436,40,Without Preliminary Noise Reduction
6872,4,437,31,With Preliminary Noise Reduction
6873,4,437,35,Without Preliminary Noise Reduction
6874,4,438,23,With Preliminary Noise Reduction
6875,4,438,44,Without Preliminary Noise Reduction
6876,4,439,22,With Preliminary Noise Reduction
6877,4,439,50,Without Preliminary Noise Reduction
6878,4,440,22,With Preliminary Noise Reduction
6879,4,440,39,Without Preliminary Noise Reduction
6880,4,441,29,With Preliminary Noise Reduction
6881,4,441,35,Without Preliminary Noise Reduction
6882,4,442,35,With Preliminary Noise Reduction
6883,4,442,43,Without Preliminary Noise Reduction
6884,4,443,23,With Preliminary Noise Reduction
6885,4,443,46,Without Preliminary Noise Reduction
6886,4,444,23,With Preliminary Noise Reduction
6887,4,444,36,Without Preliminary Noise Reduction
6888,4,445,22,With Preliminary Noise Reduction
6889,4,445,50,Without Preliminary Noise Reduction
6890,4,446,23,With Preliminary Noise Reduction
6891,4,446,40,Without Preliminary Noise Reduction
6892,4,447,33,With Preliminary Noise Reduction
6893,4,447,44,Without Preliminary Noise Reduction
6894,4,448,32,With Preliminary Noise Reduction
6895,4,448,42,Without Preliminary Noise Reduction
6896,4,449,29,With Preliminary Noise Reduction
6897,4,449,44,Without Preliminary Noise Reduction
6898,4,450,29,With Preliminary Noise Reduction
6899,4,450,37,Without Preliminary Noise Reduction
6900,4,451,30,With Preliminary Noise Reduction
6901,4,451,47,Without Preliminary Noise Reduction
6902,4,452,37,With Preliminary Noise Reduction
6903,4,452,48,Without Preliminary Noise Reduction
6904,4,453,24,With Preliminary Noise Reduction
6905,4,453,47,Without Preliminary Noise Reduction
6906,4,454,37,With Preliminary Noise Reduction
6907,4,454,42,Without Preliminary Noise Reduction
6908,4,455,22,With Preliminary Noise Reduction
6909,4,455,47,Without Preliminary Noise Reduction
6910,4,456,34,With Preliminary Noise Reduction
